date,ticker,rolling_sharpe_252d,rolling_sortino_252d,var_95_252d,cvar_95_252d,max_drawdown_60d
2025-02-11,^AXJO,1.0140148641490228,1.562386008959797,-1.2606149416169015,-1.7786995352385002,-0.7730858398716567
2025-02-12,^AXJO,1.132318119350638,1.7454318555357056,-1.2606149416169015,-1.7786995352385002,-0.17309511425190882
2025-02-13,^AXJO,1.0720861196747873,1.6493112978161484,-1.2606149416169015,-1.7786995352385002,-0.11812271010183117
2025-02-14,^AXJO,1.0292888585114308,1.5810558088164774,-1.2606149416169015,-1.7786995352385002,0.0
2025-02-17,^AXJO,0.9687626602759377,1.4896330851178543,-1.2606149416169015,-1.7786995352385002,-0.5843989006452222
2025-02-18,^AXJO,0.9498413913528342,1.4614402444995622,-1.2606149416169015,-1.7786995352385002,-0.8742584725570546
2025-02-19,^AXJO,0.9564211660765809,1.4718927927900052,-1.2606149416169015,-1.7786995352385002,-1.596573230946341
2025-02-20,^AXJO,0.8362253081689647,1.2851739255017007,-1.2606149416169015,-1.7786995352385002,-2.7232988770067412
2025-02-21,^AXJO,0.7713639330882026,1.1860219166880948,-1.2606149416169015,-1.7786995352385002,-3.0341945265335957
2025-02-24,^AXJO,0.7734661434937335,1.1892756273750622,-1.2606149416169015,-1.7786995352385002,-2.893938790378736
2025-02-25,^AXJO,0.7014836916076449,1.0795403841680655,-1.2606149416169015,-1.7786995352385002,-3.5519696696970526
2025-02-26,^AXJO,0.6925680981381751,1.0662529606236841,-1.2606149416169015,-1.7786995352385002,-3.6828773062497877
2025-02-27,^AXJO,0.6784397183600525,1.0439929140226283,-1.2606149416169015,-1.7786995352385002,-3.361457910894916
2025-02-28,^AXJO,0.5225156630782243,0.8019895286697991,-1.2606149416169015,-1.7786995352385002,-4.4811696287434755
2025-03-03,^AXJO,0.6095120480589468,0.9376876046925827,-1.2606149416169015,-1.7786995352385002,-3.6244374161852666
2025-03-04,^AXJO,0.5718701118826902,0.8802051835545553,-1.2606149416169015,-1.7786995352385002,-4.180792018024137
