date,ticker,market_group,close,return_1d,return_5d,return_20d
2015-02-02,SLV,Commodities,16.469999313354492,-0.4232261082110056,-3.85288896524717,9.000659745721773
2015-02-03,SLV,Commodities,16.549999237060547,0.4857311902932926,-4.50086953306058,6.774188626197075
2015-02-04,SLV,Commodities,16.6299991607666,0.4833832470935162,-3.482300623391954,5.0536907196222725
2015-02-05,SLV,Commodities,16.579999923706055,-0.30065688264437895,2.0935970282004446,4.605675234492557
2015-02-06,SLV,Commodities,16.030000686645508,-3.317245112131506,-3.0834353122862312,2.4936082785270486
2015-02-09,SLV,Commodities,16.31999969482422,1.8091016578702268,-0.9107445342067977,3.487629810370607
2015-02-10,SLV,Commodities,16.190000534057617,-0.7965634999848037,-2.175218849537963,2.0163872136490735
2015-02-11,SLV,Commodities,16.079999923706055,-0.6794354955094839,-3.3072715863877056,-1.289140454382176
2015-02-12,SLV,Commodities,16.149999618530273,0.4353214872906852,-2.5934879804249467,0.1239954048622538
2015-02-13,SLV,Commodities,16.540000915527344,2.414868769096379,3.181535914135769,2.414868769096379
2015-02-17,SLV,Commodities,15.829999923706055,-4.292629700853023,-3.0024496340742224,-6.607674270329467
2015-02-18,SLV,Commodities,15.75,-0.505369071962225,-2.7177302010090942,-8.323633758871175
2015-02-19,SLV,Commodities,15.699999809265137,-0.3174615284753268,-2.3631848025117197,-9.614282954991292
2015-02-20,SLV,Commodities,15.539999961853027,-1.0191073207382328,-3.7770877466606345,-11.75468811330842
2015-02-23,SLV,Commodities,15.630000114440918,0.579151562476321,-5.501818323553653,-10.736722386444953
2015-02-24,SLV,Commodities,15.5600004196167,-0.4478547300811875,-1.7056191117538866,-9.165200338980295
2015-02-25,SLV,Commodities,15.829999923706055,1.7352152751163308,0.5079360235304975,-8.655510713235026
2015-02-26,SLV,Commodities,15.84000015258789,0.06317264011390655,0.8917219428253409,-8.067321106080694
2015-02-27,SLV,Commodities,15.869999885559082,0.1893922517815838,2.123551637812904,-2.278324450577296
2015-03-02,SLV,Commodities,15.65999984741211,-1.323251667683134,0.19193686981149316,-5.3204414716151005
2015-03-03,SLV,Commodities,15.579999923706055,-0.5108552010572032,0.12853151381757577,-5.4037609396060615
2015-03-04,SLV,Commodities,15.489999771118164,-0.5776646535854524,-2.1478215680767465,-6.4048309051804475
2015-03-05,SLV,Commodities,15.529999732971191,0.25823087439684755,-1.9570733373133975,-6.614548907437845
2015-03-06,SLV,Commodities,15.1899995803833,-2.1893120311267555,-4.284816068553021,-8.383596801682335
2015-03-09,SLV,Commodities,15.100000381469727,-0.5924898051333782,-3.575986407400411,-5.801623614093532
2015-03-10,SLV,Commodities,15.020000457763672,-0.5298008058610915,-3.5943483227513062,-7.965681748589937
2015-03-11,SLV,Commodities,14.84000015258789,-1.198404125765129,-4.196253248126114,-8.338482624690702
2015-03-12,SLV,Commodities,14.920000076293945,0.5390830382983713,-3.927879376470156,-7.213929433556599
2015-03-13,SLV,Commodities,14.899999618530273,-0.13405132480830417,-1.9091505586842805,-7.739938263315926
2015-03-16,SLV,Commodities,14.989999771118164,0.6040278851817016,-0.7284808448518421,-9.371227682061834
2015-03-17,SLV,Commodities,14.899999618530273,-0.6004012939432979,-0.7989403167519282,-5.874922992154086
2015-03-18,SLV,Commodities,15.359999656677246,3.087248657207331,3.504039748939447,-2.476192656017484
2015-03-19,SLV,Commodities,15.4399995803833,0.5208328482694924,3.485251350069163,-1.6560524333790183
2015-03-20,SLV,Commodities,16.0,3.6269458214764905,7.382553084778065,2.960103212845322
2015-03-23,SLV,Commodities,16.299999237060547,1.874995231628418,8.739156010305017,4.286622634126536
2015-03-24,SLV,Commodities,16.280000686645508,-0.12269049908646412,9.261752372120903,4.62725094866383
2015-03-25,SLV,Commodities,16.239999771118164,-0.24570585896938058,5.72916753978161,2.590017999925065
2015-03-26,SLV,Commodities,16.299999237060547,0.3694548447536805,5.569946114311342,2.9040345962212832
2015-03-27,SLV,Commodities,16.219999313354492,-0.4907971009235568,1.3749957084655762,2.2054154399452353
2015-03-30,SLV,Commodities,15.979999542236328,-1.479653398755476,-1.963188403694216,2.0434208042288127
2015-03-31,SLV,Commodities,15.930000305175781,-0.3128863485158173,-2.149879402381305,2.2464722925779723
2015-04-01,SLV,Commodities,16.229999542236328,1.8832343459721956,-0.061577764918574474,4.777274254696429
2015-04-02,SLV,Commodities,16.020000457763672,-1.293894580379762,-1.7177840024694913,3.1551882370749684
2015-04-06,SLV,Commodities,16.270000457763672,1.5605492687663647,0.3082684742656605,7.109946722942029
2015-04-07,SLV,Commodities,16.149999618530273,-0.7375589173762909,1.0638302951425205,6.953637155857795
2015-04-08,SLV,Commodities,15.8100004196167,-2.1052582473343517,-0.7532949357200724,5.259653380667406
2015-04-09,SLV,Commodities,15.510000228881836,-1.8975343628873653,-4.436225099580526,4.514825265531464
2015-04-10,SLV,Commodities,15.770000457763672,1.6763392975177371,-1.5605492687663647,5.697053465973312
2015-04-13,SLV,Commodities,15.600000381469727,-1.0779966478076664,-4.118008957856157,4.697991817858194
2015-04-14,SLV,Commodities,15.510000228881836,-0.5769240409429499,-3.9628446115510196,3.4689824263078206
2015-04-15,SLV,Commodities,15.630000114440918,0.7736936414457718,-1.138521824151506,4.899332312752436
2015-04-16,SLV,Commodities,15.569999694824219,-0.38387984118607443,0.3868437463376395,1.367187778911716
2015-04-17,SLV,Commodities,15.5600004196167,-0.06422142198784231,-1.3316425621509032,0.7772075291107017
2015-04-20,SLV,Commodities,15.289999961853027,-1.7352214041284952,-1.9871821284371816,-4.437500238418579
2015-04-21,SLV,Commodities,15.319999694824219,0.19620492508853893,-1.2250195438669897,-6.012267411695015
2015-04-22,SLV,Commodities,15.109999656677246,-1.3707574564634006,-3.3269382850690588,-7.18673821020176
2015-04-23,SLV,Commodities,15.210000038146973,0.6618159082851793,-2.31213656861482,-6.342362977141058
2015-04-24,SLV,Commodities,15.0600004196167,-0.9861907833929706,-3.21336752259751,-7.607355064315103
2015-04-27,SLV,Commodities,15.65999984741211,3.984059834512821,2.419881533565693,-3.452524597096107
2015-04-28,SLV,Commodities,15.869999885559082,1.3409964252437456,3.5900796455020645,-0.6883583218291633
2015-04-29,SLV,Commodities,15.8100004196167,-0.37806847117232145,4.6326987349077475,-0.7532949357200724
2015-04-30,SLV,Commodities,15.430000305175781,-2.403542722044605,1.4464185830180387,-4.929138999533911
2015-05-01,SLV,Commodities,15.470000267028809,0.25923500364164465,2.7224424700417416,-3.433209581890617
2015-05-04,SLV,Commodities,15.699999809265137,1.4867455608680524,0.2554276005285905,-3.503384342110105
2015-05-05,SLV,Commodities,15.8100004196167,0.7006408387766117,-0.37806847117232145,-2.1052582473343517
2015-05-06,SLV,Commodities,15.770000457763672,-0.25300417957861976,-0.25300417957861976,-0.25300417957861976
2015-05-07,SLV,Commodities,15.600000381469727,-1.0779966478076664,1.10175031063946,0.580271768276952
2015-05-08,SLV,Commodities,15.760000228881836,1.0256400224333495,1.8745957132987545,-0.06341299043470805
2015-05-11,SLV,Commodities,15.569999694824219,-1.2055871275269525,-0.8280262166895036,-0.19231208917881437
2015-05-12,SLV,Commodities,15.8100004196167,1.5414305041525633,0.0,1.9342371779996537
2015-05-13,SLV,Commodities,16.350000381469727,3.4155594403590728,3.6778687816747535,4.606527586417508
2015-05-14,SLV,Commodities,16.649999618530273,1.8348576762148072,6.73076417554308,6.9364158309204615
2015-05-15,SLV,Commodities,16.75,0.6006029054705486,6.281724344799744,7.647812007016741
2015-05-18,SLV,Commodities,16.889999389648438,0.8358172516324647,8.477840209997002,10.464352071859008
2015-05-19,SLV,Commodities,16.3799991607666,-3.0195396525260154,3.6053050349237115,6.919056704031767
2015-05-20,SLV,Commodities,16.3700008392334,-0.06103981712740625,0.12232695594514009,8.3388564605251
2015-05-21,SLV,Commodities,16.389999389648438,0.12216584844093603,-1.56156297200436,7.758049628810015
2015-05-22,SLV,Commodities,16.34000015258789,-0.30505941990531804,-2.4477602830573653,8.499333979459278
2015-05-26,SLV,Commodities,16.020000457763672,-1.9583824469765254,-5.1509707716032915,2.2988544946317857
2015-05-27,SLV,Commodities,15.960000038146973,-0.37453444383406254,-2.56409733906221,0.5671087160484811
2015-05-28,SLV,Commodities,15.970000267028809,0.0626580755509698,-2.4434975668780834,1.012016718314479
2015-05-29,SLV,Commodities,15.989999771118164,0.12523170792080318,-2.4405102710553184,3.6292900509829362
2015-06-01,SLV,Commodities,16.0,0.06254051923064718,-2.080784268132596,3.4259839936834346
2015-06-02,SLV,Commodities,16.06999969482422,0.4374980926513672,0.31210509133485775,2.3566871977968473
2015-06-03,SLV,Commodities,15.829999923706055,-1.4934646899555482,-0.8145370559536125,0.12649907374158165
2015-06-04,SLV,Commodities,15.479999542236328,-2.210994208190664,-3.0682574614862235,-1.8389404382329944
2015-06-05,SLV,Commodities,15.390000343322754,-0.5813901910527552,-3.7523416909558405,-1.3461540577679676
2015-06-08,SLV,Commodities,15.319999694824219,-0.45484500933690164,-4.250001907348633,-2.7918815207329195
2015-06-09,SLV,Commodities,15.289999961853027,-0.19582071520096722,-4.85376320960611,-1.7983284422559698
2015-06-10,SLV,Commodities,15.319999694824219,0.19620492508853893,-3.221732352115114,-3.099308739957396
2015-06-11,SLV,Commodities,15.329999923706055,0.06527564674307929,-0.9689898124415786,-6.238534764315295
2015-06-12,SLV,Commodities,15.25,-0.5218520815668426,-0.9096838219597281,-8.408406309944738
2015-06-15,SLV,Commodities,15.399999618530273,0.9836040559362269,0.5221927238881152,-8.059703769968518
2015-06-16,SLV,Commodities,15.319999694824219,-0.5194800369332064,0.19620492508853893,-9.295439618467016
2015-06-17,SLV,Commodities,15.449999809265137,0.8485647325752632,0.8485647325752632,-5.677652009464085
2015-06-18,SLV,Commodities,15.460000038146973,0.06472640132875185,0.8480111877879892,-5.558953906132125
2015-06-19,SLV,Commodities,15.420000076293945,-0.258731964775738,1.114754598648826,-5.918238861968006
2015-06-22,SLV,Commodities,15.489999771118164,0.45395392009,0.5844165897224807,-5.201960670331484
2015-06-23,SLV,Commodities,15.140000343322754,-2.259518611794953,-1.1749305162341295,-5.493134140420386
2015-06-24,SLV,Commodities,15.1899995803833,0.3302459440339245,-1.6828493986512427,-4.824564260170716
2015-06-25,SLV,Commodities,15.170000076293945,-0.13166230837282633,-1.8758082867882497,-5.009393721717837
2015-06-26,SLV,Commodities,15.109999656677246,-0.39552023279459947,-2.0103788461926175,-5.503440444260743
2015-06-29,SLV,Commodities,15.029999732971191,-0.5294502020104397,-2.969658133918529,-6.062501668930054
2015-06-30,SLV,Commodities,15.029999732971191,0.0,-0.7265561945649313,-6.471686257641862
2015-07-01,SLV,Commodities,14.899999618530273,-0.8649375698639439,-1.9091505586842805,-5.874922992154086
2015-07-02,SLV,Commodities,14.949999809265137,0.33557175848972776,-1.4502324714724346,-3.423770986072161
2015-07-06,SLV,Commodities,14.989999771118164,0.2675582766779483,-0.7941753030156651,-2.599093978436051
2015-07-07,SLV,Commodities,14.430000305175781,-3.735820376871224,-3.992012231904407,-5.8093956095124355
2015-07-08,SLV,Commodities,14.460000038146973,0.20789835299193093,-3.7924132065938476,-5.428384079639104
2015-07-09,SLV,Commodities,14.760000228881836,2.07469011025887,-0.9395932431724874,-3.655349067216862
2015-07-10,SLV,Commodities,14.880000114440918,0.8130073421291018,-0.4682253894133015,-2.9354195140553485
2015-07-13,SLV,Commodities,14.8100004196167,-0.47042805299635226,-1.2007962258163363,-2.8852431500544284
2015-07-14,SLV,Commodities,14.6899995803833,-0.8102689792935491,1.8017967408792357,-4.6103899723001
2015-07-15,SLV,Commodities,14.430000305175781,-1.7699066210642878,-0.20746703244847176,-5.8093956095124355
2015-07-16,SLV,Commodities,14.350000381469727,-0.5544000139581451,-2.777776700909773,-7.119737484629329
2015-07-17,SLV,Commodities,14.229999542236328,-0.8362427598842204,-4.368283381757299,-7.956018712002999
2015-07-20,SLV,Commodities,14.050000190734863,-1.2649287230628858,-5.131669192089772,-8.884564713234088
2015-07-21,SLV,Commodities,14.140000343322754,0.6405704723565719,-3.7440384804027116,-8.715296628425707
2015-07-22,SLV,Commodities,14.140000343322754,0.0,-2.0097017028406383,-6.6050196652804765
2015-07-23,SLV,Commodities,14.0,-0.990101413886213,-2.43902698373224,-7.834098836448245
2015-07-24,SLV,Commodities,14.020000457763672,0.14286041259765625,-1.4757490599304202,-7.580748930432568
2015-07-27,SLV,Commodities,13.920000076293945,-0.7132694593768751,-0.9252677058797842,-7.875576488563518
2015-07-28,SLV,Commodities,14.020000457763672,0.7183935411037012,-0.8486554642535671,-6.719888843323741
2015-07-29,SLV,Commodities,14.149999618530273,0.9272407740515742,0.07071623030221463,-5.8549576185984105
2015-07-30,SLV,Commodities,14.09000015258789,-0.4240245057237302,0.6428582327706378,-5.436238165637485
2015-07-31,SLV,Commodities,14.079999923706055,-0.07097394445378935,0.4279562338327825,-5.819397302064888
2015-08-03,SLV,Commodities,13.869999885559082,-1.4914775517392065,-0.3591967705518506,-7.471647115812708
2015-08-04,SLV,Commodities,13.920000076293945,0.3604916448984419,-0.7132694593768751,-3.534305045710273
2015-08-05,SLV,Commodities,13.949999809265137,0.21551532188768263,-1.4134262519924334,-3.5269725279142627
2015-08-06,SLV,Commodities,13.989999771118164,0.2867380817199727,-0.7097259076420892,-5.216805188505102
