date,ticker,article_count,avg_sentiment,bullish_count,bearish_count,neutral_count,market_group,bull_bear_ratio
2023-03-07,^AXJO,1,0.03577253222465515,0,0,1,Australia,0.0
2023-03-08,GLD,1,-0.09509438276290894,0,0,1,Commodities,0.0
2023-03-08,QQQ,2,-0.07070755399763584,0,0,0,US,0.0
2023-03-08,SPY,9,-0.11868326593604353,0,0,3,US,0.0
2023-03-09,GLD,3,-0.9248078564802805,0,0,0,Commodities,0.0
2023-03-09,QQQ,6,0.2739815805107355,0,0,0,US,0.0
2023-03-09,SPY,20,-0.07542336243204772,0,0,10,US,0.0
2023-03-10,GLD,1,-0.9098978685215116,0,0,0,Commodities,0.0
2023-03-10,QQQ,5,-0.5243634233251214,0,0,0,US,0.0
2023-03-10,SPY,11,-0.6355335467749021,0,0,1,US,0.0
2023-03-10,USO,1,-0.9157013967633247,0,0,0,Commodities,0.0
2023-03-13,GLD,5,-0.5608065268024802,0,0,2,Commodities,0.0
2023-03-13,QQQ,7,-0.4125005735882691,0,0,2,US,0.0
2023-03-13,SPY,17,-0.3933555598863784,0,0,6,US,0.0
2023-03-14,GLD,4,-0.4781127816531807,0,0,2,Commodities,0.0
2023-03-14,QQQ,3,0.12190503813326359,0,0,1,US,0.0
2023-03-14,SPY,10,-0.12319022584706545,0,0,6,US,0.0
2023-03-15,EWA,1,0.4518832555040717,0,0,1,Australia,0.0
2023-03-15,GLD,7,-0.5990957972992744,0,0,2,Commodities,0.0
2023-03-15,QQQ,7,-0.2617476623771446,0,0,2,US,0.0
2023-03-15,SPY,17,-0.38737037213628783,0,0,6,US,0.0
2023-03-15,USO,2,-0.46383205987513065,0,0,1,Commodities,0.0
2023-03-15,^AXJO,1,0.4518832555040717,0,0,1,Australia,0.0
2023-03-16,GLD,3,-0.6695564786593119,0,0,1,Commodities,0.0
2023-03-16,QQQ,4,0.24267691373825073,0,0,3,US,0.0
2023-03-16,SPY,10,-0.2117946958169341,0,0,7,US,0.0
