date,tech_vs_broad,small_vs_large,equity_bond_ratio,equity_bond_rotation_10d,gold_silver_ratio,gold_silver_chg_5d,risk_appetite,spy_tlt_corr_30d
2015-02-13,0.016073710510810635,-0.006222961933208149,1.8282382365502752,13.229070632198736,7.133010690838407,-3.6225835635279147,0.004925374288801243,
2015-02-17,0.01417305272374425,-0.0011198318145160258,1.8591051203927735,13.302909118921736,7.328490378733412,0.3616368063505737,0.006526610454614112,-0.7432633705524007
2015-02-18,0.010383224371941502,0.004177296131212982,1.8483020669617776,8.688453689125275,7.386666434151786,0.9454986761019857,0.007280260251577242,-0.7194183002516817
2015-02-19,0.013033104486670277,0.007027727591271571,1.8592796020781204,9.939590436180644,7.38471362101456,1.4317884787310442,0.010030416038970924,-0.6936494514053456
2015-02-20,0.011630975704555624,0.0018908164658428817,1.864967693460636,7.975163493709925,7.41827535793318,2.1008589908117603,0.006760896085199253,-0.6969246729853005
2015-02-23,0.008242605014678439,0.001164871869501205,1.8435778284344093,5.138045623667176,7.385156715291854,3.534917237363744,0.004703738442089822,-0.6692663763187433
2015-02-24,0.006767849141268156,-0.0019383820431000398,1.8248599193604753,4.370859897628421,7.407454950381663,1.077501198301345,0.0024147335490840582,-0.6281908800147123
2015-02-25,0.003780008914557431,-0.0009111549349840598,1.8154695812108246,1.922025528328053,7.308906980787589,-1.0527002140597652,0.0014344269897866857,-0.6248748818555925
2015-02-26,0.004382707175988765,0.003164386109412165,1.8384535827015875,3.3434030403594495,7.327651425297559,-0.7727069544663179,0.003773546642700465,-0.5965166445189809
2015-02-27,0.0026535955052185978,0.004380503593975571,1.81691397997721,0.8250217993660769,7.319470982971414,-1.3319049266094396,0.0035170495495970844,-0.5936711497328355
2015-03-02,0.004232063823141452,0.004225288004845229,1.8630885222620397,1.906222340996644,7.386973271541408,0.024597396095793478,0.0042286759139933405,-0.5651697545308224
2015-03-03,0.005743772153089188,0.003909429010518273,1.86219404027098,0.1661508993936689,7.4114250183664945,0.05359557380266722,0.0048266005818037305,-0.5333268140126542
2015-03-04,0.007723495465558283,0.003032381860120781,1.8537580019498436,0.29518632725626937,7.431246114346599,1.6738362368079684,0.005377938662839532,-0.5558172568175945
2015-03-05,0.0021479118464093894,5.1748908850624e-05,1.8581371840124439,-0.061444124079002016,7.405022664349928,1.055880452845459,0.0010998303776300067,-0.5505147995359693
2015-03-06,0.0058676320493699086,0.0034971455010055497,1.8733902181336082,0.45161772520270205,7.36405554314893,0.6091227123003806,0.004682388775187729,-0.38249168378005965
2015-03-09,0.0019465977906324428,0.0027876073503798615,1.86394958375497,1.1050119504778744,7.4152316815905115,0.38254382424760536,0.002367102570506152,-0.3335204348522925
2015-03-10,0.00014911918054372197,0.009203648824476995,1.8098975546614722,-0.8199185340344806,7.418108839760624,0.0901826757683688,0.004676384002510359,-0.3942881988842424
2015-03-11,-0.003542304340182656,0.016467759543374427,1.7925997024508225,-1.259722498062954,7.462937928655394,0.42646702613726717,0.006462727601595886,-0.4004181778548187
2015-03-12,-0.0101761066480347,0.018654383530918195,1.816675676991306,-1.1845774032695044,7.420911572019604,0.2145693320585007,0.004239138441441748,-0.31483973882090394
2015-03-13,-0.01122388721734302,0.019932640813563607,1.8110926083311985,-0.3203988581828576,7.441610744440751,1.0531588312634899,0.004354376798110293,-0.29955517194037196
2015-03-16,-0.010524604244739444,0.01233821668777324,1.8177887306982268,-2.4314352765596348,7.392261457674992,-0.3097708190635151,0.0009068062215168982,-0.12942706157596928
2015-03-17,-0.0036602413926294375,0.013392213517024576,1.79749350306433,-3.474425103263412,7.396644423226079,-0.2893515988805162,0.004865986062197569,-0.1436128115646078
2015-03-18,-0.002410305982229355,0.0006808573516652316,1.7846537540328447,-3.727792292430454,7.315755550667147,-1.9721774372946532,-0.0008647243152820616,0.08076583486384192
2015-03-19,0.009961842991108139,0.003364733870099501,1.7856115740008782,-3.903135389334089,7.272668650729311,-1.9976376197398782,0.00666328843060382,0.0965041997078002
2015-03-20,0.005837935124054949,0.0007521720237551044,1.791922720095595,-4.348666777985866,7.098124980926514,-4.615744834152169,0.003295053573905027,0.16427844375852418
2015-03-23,0.006215319505004091,0.009373790360587053,1.790608504511469,-3.934713679098212,7.011656826073434,-5.148690069753902,0.007794554932795572,0.1435258548833451
2015-03-24,0.0036231410730205305,0.009091954064208485,1.7634966642198073,-2.5637302134674522,7.037468971902811,-4.855924264730471,0.006357547568614508,0.10686412815736525
2015-03-25,-0.0025793004940370956,0.0034780612197077287,1.7524535072662206,-2.2395515925677345,7.064655478688726,-3.4323190576743934,0.00044938036283531657,0.2054088519427585
2015-03-26,-0.009518741641379669,-0.0017709894126520798,1.7759675401247554,-2.2408037594233376,7.084663114239423,-2.585096963973932,-0.005644865527015874,0.21281822729125144
2015-03-27,-0.005539521091661004,0.002239285930749624,1.758165760261031,-2.9223711601879976,7.093711617105978,-0.06217647382082969,-0.00165011758045569,0.24365717801137843
2015-03-30,-0.0063453004602005425,0.002541279244980932,1.7884861545263095,-1.6119901986993757,7.118273044961628,1.5205567176609813,-0.0019020106076098053,0.2271367624431278
2015-03-31,-0.010142294877578784,0.00270208040453912,1.7690578506074022,-1.5819613483137096,7.134965567149447,1.3853928967344942,-0.0037201072365198318,0.2403811605028969
2015-04-01,-0.0035962929612654015,0.016214157358008574,1.7399468627514696,-2.505073669351787,7.1226125529633,0.8203807595346779,0.006308932198371586,0.21849839500281906
2015-04-02,-0.005509214858462785,0.013348371201496345,1.764907099336663,-1.159517274959443,7.196004711936787,1.5715863394206941,0.00391957817151678,0.19313243058564927
