group,feature_a,feature_b,mean_abs_interaction
Asia,dow_sin,moy_cos,0.00040399848
Asia,return_30d,macd_diff,0.00040116435
Asia,return_14d,atr_14,0.00039889474
Asia,return_1d,dow_sin,0.00039722037
Asia,return_30d,volatility_7d,0.00039606384
Asia,sector_divergence,yield_curve_slope,0.0003939136
Asia,volatility_7d,bb_high_dist,0.00038498576
Asia,return_3d,bb_high_dist,0.0003834061
Asia,bb_high_dist,credit_spread_5d,0.00037733236
Asia,return_3d,atr_14,0.00036968812
Asia,return_7d,dow_sin,0.0003644162
Asia,bb_high_dist,rel_strength_spy,0.00036416415
Asia,vix_rank,dow_cos,0.00036063575
Asia,return_1d,yield_curve_slope,0.00035044499
Asia,return_14d,vix_rank,0.00034275535
Asia,credit_spread_5d,moy_sin,0.0003423102
Asia,return_3d,bb_low_dist,0.00033880436
Asia,moy_sin,is_month_end,0.00033832944
Asia,return_1d,corr_30d,0.000338096
Asia,obv_trend,vix_rank,0.00033639956
Asia,rsi,moy_cos,0.00033079513
Asia,vol_roc_10,vix_rank,0.00032890844
Asia,rsi,bb_high_dist,0.0003137024
Asia,volatility_7d,sector_divergence,0.00031243553
Asia,vix_rank,sector_divergence,0.00030681063
Asia,return_30d,moy_cos,0.00029414357
Asia,return_30d,bb_high_dist,0.00029366213
Asia,return_3d,moy_cos,0.0002892796
Asia,return_3d,return_7d,0.00028757518
Asia,bb_high_dist,bb_low_dist,0.000283504
Asia,atr_14,bb_low_dist,0.00028117842
Asia,return_1d,bb_high_dist,0.00028078622
Asia,obv_trend,rel_strength_spy,0.00027993048
Asia,return_3d,yield_curve_slope,0.00027667652
Asia,return_1d,atr_14,0.00027664594
Asia,bb_high_dist,obv_trend,0.00027589453
Asia,rsi,is_month_end,0.00027443352
Asia,return_3d,credit_spread_5d,0.00027359097
Asia,rsi,bb_low_dist,0.0002700711
Asia,return_7d,moy_cos,0.00026868476
Asia,rsi,yield_curve_slope,0.0002675046
Asia,volatility_7d,moy_sin,0.00026342346
Asia,return_3d,moy_sin,0.0002617769
Asia,macd_diff,market_encoded,0.000260246
Asia,atr_14,credit_spread_5d,0.00026009997
Asia,rel_strength_spy,yield_curve_slope,0.00026003816
Asia,rsi,obv_trend,0.00025875474
Asia,return_7d,credit_spread_5d,0.0002571406
Asia,atr_14,moy_sin,0.0002562991
Asia,macd_diff,is_month_end,0.00025461163
Asia,bb_high_dist,moy_cos,0.00025460962
Asia,return_14d,bb_high_dist,0.00024972062
Asia,sector_sentiment_momentum,momentum_divergence_20d,0.00024602897
Asia,return_1d,bb_low_dist,0.00024460387
Asia,return_1d,macd_diff,0.00024430614
Asia,momentum_divergence_20d,dow_cos,0.00024151179
Asia,rel_strength_spy,sector_divergence,0.00024000871
Asia,volatility_7d,obv_trend,0.00023973265
Asia,return_14d,rsi,0.00023919616
Asia,vix_rank,rel_strength_spy,0.00023878101
Asia,return_1d,return_14d,0.00023221358
Asia,atr_14,sector_divergence,0.00023070788
Asia,rsi,atr_14,0.00022730068
Asia,obv_trend,moy_cos,0.00022626
Asia,volatility_7d,credit_spread_5d,0.00022564435
Asia,rel_strength_spy,momentum_divergence_20d,0.00022539283
Asia,return_1d,moy_cos,0.00022358313
Asia,vix_term_structure,dow_cos,0.00022347526
Asia,return_1d,return_3d,0.00022340861
Asia,volatility_7d,dow_sin,0.00022304614
Asia,corr_30d,sector_divergence,0.00022245424
Asia,return_30d,rsi,0.0002223789
Asia,return_30d,bb_low_dist,0.00022179294
Asia,return_1d,momentum_divergence_20d,0.00022171636
Asia,return_7d,macd_diff,0.0002217055
Asia,sector_sentiment_momentum,is_month_end,0.0002205614
Asia,vix_rank,is_month_end,0.00022002334
Asia,bb_low_dist,credit_spread_5d,0.00021521689
Asia,rsi,macd_diff,0.00021492326
Asia,macd_diff,bb_low_dist,0.0002091362
Asia,return_3d,volatility_7d,0.00020549455
Asia,return_3d,rsi,0.0002045895
Asia,bb_low_dist,moy_cos,0.0002036109
Asia,obv_trend,yield_curve_slope,0.00020079245
Asia,yield_curve_slope,is_month_end,0.00019975309
Asia,atr_14,vol_roc_10,0.00019933707
Asia,obv_trend,corr_30d,0.00019774097
Asia,return_3d,sector_divergence,0.00019747081
Asia,bb_high_dist,dow_sin,0.0001971264
Asia,yield_curve_slope,dow_cos,0.00019243533
Asia,volatility_7d,momentum_divergence_20d,0.00019151939
Asia,return_14d,volatility_7d,0.00019054262
Asia,return_3d,obv_trend,0.00018783087
Asia,return_3d,macd_diff,0.0001851931
Asia,volatility_7d,bb_low_dist,0.00018463696
Asia,sector_divergence,momentum_divergence_20d,0.00018398337
Asia,return_30d,obv_trend,0.0001827912
Asia,return_14d,return_30d,0.00018059663
Asia,macd_diff,moy_sin,0.00018009602
Asia,return_7d,bb_low_dist,0.0001797516
Asia,return_1d,rel_strength_spy,0.00017802298
Asia,bb_high_dist,sector_divergence,0.00017689112
Asia,corr_30d,rel_strength_spy,0.00017685257
Asia,return_1d,return_7d,0.00017638253
Asia,return_7d,volatility_7d,0.00017529461
Asia,obv_trend,vix_term_structure,0.00017302425
Asia,obv_trend,momentum_divergence_20d,0.00017262944
Asia,return_7d,vol_roc_10,0.00017245267
Asia,vol_roc_10,yield_curve_slope,0.00017225118
Asia,bb_low_dist,sector_sentiment_momentum,0.00016883694
Asia,return_14d,macd_diff,0.00016789311
Asia,vix_term_structure,is_month_end,0.00016567262
Asia,return_3d,return_30d,0.00016334905
Asia,return_1d,volatility_7d,0.0001633394
Asia,bb_low_dist,moy_sin,0.00016080914
Asia,bb_low_dist,rel_strength_spy,0.00015931019
Asia,bb_low_dist,is_month_end,0.00015770872
Asia,return_3d,rel_strength_spy,0.00015678373
Asia,rsi,moy_sin,0.00015518069
Asia,rel_strength_spy,moy_cos,0.0001538575
Asia,dow_sin,moy_sin,0.00015362675
Asia,return_1d,rsi,0.00014844327
Asia,return_7d,is_month_end,0.0001473915
Asia,obv_trend,is_month_end,0.0001442432
Asia,obv_trend,moy_sin,0.00014386626
Asia,return_7d,return_14d,0.00014289026
Asia,return_30d,rel_strength_spy,0.00014263086
Asia,return_7d,return_30d,0.00014112292
Asia,return_30d,dow_sin,0.00013929256
Asia,atr_14,dow_sin,0.00013675565
Asia,macd_diff,sentiment_score,0.00013634587
Asia,return_30d,sector_divergence,0.00013234973
Asia,credit_spread_5d,is_month_end,0.00013220933
Asia,return_14d,is_month_end,0.0001319353
Asia,atr_14,market_encoded,0.00013175145
Asia,vol_roc_10,credit_spread_5d,0.00013143338
Asia,return_7d,moy_sin,0.00013087913
Asia,vol_roc_10,vix_term_structure,0.00012964549
Asia,sector_divergence,vix_term_structure,0.00012867473
Asia,return_7d,bb_high_dist,0.0001253832
Asia,volatility_7d,vol_roc_10,0.00012520437
Asia,return_1d,sector_divergence,0.00012466796
Asia,momentum_divergence_20d,market_encoded,0.00012404697
Asia,return_14d,rel_strength_spy,0.00012114399
Asia,bb_low_dist,vol_roc_10,0.000120692224
Asia,bb_high_dist,is_month_end,0.00012006217
Asia,bb_low_dist,obv_trend,0.00011900328
Asia,rsi,volatility_7d,0.00011884307
Asia,return_7d,rsi,0.00011716857
Asia,vol_roc_10,moy_cos,0.00011485433
Asia,volatility_7d,market_encoded,0.00011481997
Asia,corr_30d,market_encoded,0.00011355424
Asia,atr_14,is_month_end,0.00011315424
Asia,return_3d,return_14d,0.00011257221
Asia,return_1d,obv_trend,0.000110717556
Asia,rel_strength_spy,credit_spread_5d,0.000110474924
Asia,volatility_7d,is_month_end,0.000110439316
Asia,return_1d,vol_roc_10,0.00010735047
Asia,macd_diff,sector_avg_sentiment,0.00010602931
Asia,return_7d,sector_divergence,0.00010387503
Asia,dow_cos,moy_sin,0.00010328605
Asia,dow_cos,is_month_end,0.000101704856
Asia,obv_trend,market_encoded,0.00010169812
Asia,return_14d,bb_low_dist,9.841126e-05
Asia,rsi,dow_sin,9.80284e-05
Asia,return_3d,is_month_end,9.7912096e-05
Asia,rsi,rel_strength_spy,9.707443e-05
Asia,bb_low_dist,dow_sin,9.598954e-05
Asia,sector_divergence,credit_spread_5d,9.501704e-05
Asia,vix_term_structure,market_encoded,9.408205e-05
Asia,sector_divergence,moy_cos,9.380782e-05
Asia,vol_roc_10,corr_30d,9.32986e-05
Asia,return_7d,rel_strength_spy,9.299721e-05
Asia,vix_rank,market_encoded,9.119876e-05
Asia,return_1d,is_month_end,8.935295e-05
Asia,volatility_7d,rel_strength_spy,8.83705e-05
Asia,rel_strength_spy,dow_sin,8.834104e-05
Asia,rsi,sector_divergence,8.8231296e-05
Asia,credit_spread_5d,dow_cos,8.7834596e-05
Asia,vol_roc_10,obv_trend,8.725536e-05
Asia,return_14d,sector_divergence,8.654644e-05
Asia,return_14d,obv_trend,8.501745e-05
Asia,return_3d,sector_sentiment_momentum,8.28308e-05
Asia,moy_sin,moy_cos,8.109369e-05
Asia,bb_low_dist,sector_divergence,7.6221884e-05
Asia,return_3d,vol_roc_10,7.2751136e-05
Asia,return_7d,obv_trend,7.2604955e-05
Asia,vol_roc_10,market_encoded,6.861557e-05
Asia,vol_roc_10,dow_sin,6.770768e-05
Asia,yield_curve_slope,market_encoded,6.614831e-05
Asia,macd_diff,obv_trend,6.6140936e-05
Asia,rsi,vol_roc_10,6.2307336e-05
Asia,return_14d,dow_cos,6.1258426e-05
Asia,return_14d,dow_sin,6.125601e-05
Asia,return_14d,vol_roc_10,6.0302227e-05
Asia,return_1d,return_30d,5.8972222e-05
Asia,sector_sentiment_momentum,yield_curve_slope,5.84301e-05
Asia,bb_high_dist,dow_cos,5.445442e-05
Asia,return_14d,moy_sin,5.3881635e-05
Asia,rel_strength_spy,dow_cos,5.3166044e-05
Asia,obv_trend,dow_cos,5.2554533e-05
Asia,sector_divergence,dow_sin,5.2217623e-05
Asia,sector_divergence,moy_sin,5.171131e-05
Asia,return_1d,moy_sin,5.167234e-05
Asia,sector_sentiment_momentum,sector_divergence,5.0355873e-05
Asia,rel_strength_spy,is_month_end,5.013962e-05
Asia,dow_sin,market_encoded,4.9300357e-05
Asia,sector_divergence,is_month_end,4.8223457e-05
Asia,bb_high_dist,sentiment_score,4.7353584e-05
Asia,moy_cos,market_encoded,4.7297326e-05
Asia,return_1d,dow_cos,4.697553e-05
Asia,return_30d,vol_roc_10,4.6947946e-05
Asia,obv_trend,credit_spread_5d,4.5092256e-05
Asia,return_30d,sentiment_score,4.4397635e-05
Asia,return_1d,market_encoded,4.4179887e-05
Asia,return_7d,market_encoded,4.316665e-05
Asia,bb_low_dist,dow_cos,4.2727574e-05
Asia,rel_strength_spy,moy_sin,3.9604318e-05
Asia,return_7d,dow_cos,3.8783786e-05
Asia,vol_roc_10,sector_divergence,3.8623908e-05
Asia,macd_diff,dow_cos,3.481293e-05
Asia,dow_cos,moy_cos,3.458176e-05
Asia,return_14d,sector_sentiment_momentum,3.448724e-05
Asia,return_7d,sector_avg_sentiment,3.40345e-05
Asia,vol_roc_10,moy_sin,3.1635755e-05
Asia,sentiment_score,sector_sentiment_momentum,3.0516318e-05
Asia,bb_low_dist,market_encoded,3.0185785e-05
Asia,return_1d,sector_sentiment_momentum,2.9183146e-05
Asia,vol_roc_10,sector_sentiment_momentum,2.9001676e-05
Asia,sector_sentiment_momentum,vix_term_structure,2.698389e-05
Asia,return_3d,sentiment_score,2.5373636e-05
Asia,sector_sentiment_momentum,moy_cos,2.4392712e-05
Asia,rsi,market_encoded,2.375788e-05
Asia,return_3d,dow_cos,2.3693456e-05
Asia,moy_sin,market_encoded,2.2397546e-05
Asia,dow_sin,is_month_end,2.1943863e-05
Asia,sector_avg_sentiment,sector_sentiment_momentum,2.1411559e-05
Asia,return_14d,sector_avg_sentiment,2.0835221e-05
Asia,vol_roc_10,rel_strength_spy,1.9927991e-05
Asia,credit_spread_5d,market_encoded,1.9886787e-05
Asia,sector_divergence,dow_cos,1.9601865e-05
Asia,vol_roc_10,is_month_end,1.9145047e-05
Asia,rsi,dow_cos,1.8727667e-05
Asia,vix_rank,sector_sentiment_momentum,1.8359508e-05
Asia,return_30d,sector_avg_sentiment,1.8308961e-05
Asia,obv_trend,dow_sin,1.761504e-05
Asia,sentiment_score,is_month_end,1.6212418e-05
Asia,return_30d,dow_cos,1.5185355e-05
Asia,obv_trend,sector_avg_sentiment,1.5055447e-05
Asia,rsi,sector_avg_sentiment,1.4842879e-05
Asia,atr_14,sector_sentiment_momentum,1.4189174e-05
Asia,return_14d,sentiment_score,1.389763e-05
Asia,volatility_7d,dow_cos,1.365949e-05
Asia,sentiment_score,momentum_divergence_20d,1.322367e-05
Asia,sector_divergence,market_encoded,1.2856816e-05
Asia,return_1d,sentiment_score,1.2098996e-05
Asia,atr_14,sector_avg_sentiment,1.1801239e-05
Asia,rel_strength_spy,sector_sentiment_momentum,1.1271641e-05
Asia,corr_30d,sector_sentiment_momentum,1.101673e-05
Asia,return_14d,market_encoded,1.0394262e-05
Asia,macd_diff,sector_sentiment_momentum,1.0219757e-05
Asia,sector_avg_sentiment,momentum_divergence_20d,1.0042923e-05
Asia,vol_roc_10,dow_cos,9.923571e-06
Asia,vix_rank,sentiment_score,9.850641e-06
Asia,sentiment_score,moy_cos,8.683602e-06
Asia,atr_14,dow_cos,8.122523e-06
Asia,bb_high_dist,sector_sentiment_momentum,7.005038e-06
Asia,sector_avg_sentiment,sector_divergence,7.0027895e-06
Asia,rsi,sentiment_score,6.7177507e-06
Asia,sector_avg_sentiment,credit_spread_5d,6.5410054e-06
Asia,return_7d,sector_sentiment_momentum,6.179284e-06
Asia,corr_30d,sentiment_score,5.63599e-06
Asia,return_30d,market_encoded,5.5074665e-06
Asia,return_1d,sector_avg_sentiment,5.3232966e-06
Asia,sector_sentiment_momentum,credit_spread_5d,4.9753553e-06
Asia,volatility_7d,sentiment_score,4.8462653e-06
Asia,return_30d,sector_sentiment_momentum,4.570937e-06
Asia,corr_30d,sector_avg_sentiment,4.390775e-06
Asia,sector_sentiment_momentum,dow_sin,3.6364363e-06
Asia,rsi,sector_sentiment_momentum,3.5922933e-06
Asia,volatility_7d,sector_sentiment_momentum,2.6664393e-06
Asia,vol_roc_10,sentiment_score,2.5770757e-06
Asia,return_3d,sector_avg_sentiment,2.3795333e-06
Asia,sentiment_score,sector_avg_sentiment,2.3774803e-06
Asia,sector_sentiment_momentum,dow_cos,2.3451746e-06
Asia,sentiment_divergence,sector_sentiment_momentum,2.2364347e-06
Asia,obv_trend,sector_sentiment_momentum,2.0648674e-06
Asia,sector_avg_sentiment,yield_curve_slope,2.0375342e-06
Asia,bb_low_dist,sector_avg_sentiment,1.8368357e-06
Asia,sector_avg_sentiment,moy_cos,1.5401938e-06
Asia,volatility_7d,sector_avg_sentiment,1.2798465e-06
Asia,vix_rank,sector_avg_sentiment,1.1868306e-06
Asia,sentiment_score,vix_term_structure,1.150618e-06
Asia,sector_avg_sentiment,vix_term_structure,9.961179e-07
Asia,vol_roc_10,sentiment_divergence,9.751271e-07
Asia,rel_strength_spy,sector_avg_sentiment,9.230867e-07
Asia,sentiment_score,yield_curve_slope,9.037108e-07
Asia,sentiment_score,credit_spread_5d,7.527903e-07
Asia,return_7d,sentiment_score,4.5425605e-07
Asia,sector_avg_sentiment,sentiment_divergence,3.6912814e-07
Asia,sector_avg_sentiment,is_month_end,3.2101522e-07
Asia,bb_high_dist,sector_avg_sentiment,3.179619e-07
Asia,sector_sentiment_momentum,moy_sin,2.3494515e-07
Asia,sentiment_score,dow_sin,2.3142502e-07
Asia,vol_roc_10,sector_avg_sentiment,1.4425056e-07
Asia,sector_avg_sentiment,dow_sin,1.316715e-07
Asia,sector_avg_sentiment,moy_sin,1.04058074e-07
Asia,sector_sentiment_momentum,market_encoded,8.4107214e-08
Asia,sector_avg_sentiment,market_encoded,7.3029774e-08
Asia,atr_14,sentiment_score,5.382101e-08
Asia,bb_high_dist,sentiment_divergence,1.4878316e-08
Asia,sentiment_score,moy_sin,1.1305899e-08
Asia,return_1d,sentiment_divergence,0.0
Asia,dow_sin,dow_cos,0.0
Asia,bb_low_dist,sentiment_score,0.0
Asia,dow_cos,market_encoded,0.0
Asia,bb_low_dist,sentiment_divergence,0.0
Asia,atr_14,sentiment_divergence,0.0
Asia,volatility_7d,sentiment_divergence,0.0
Asia,macd_diff,sentiment_divergence,0.0
Asia,obv_trend,sentiment_score,0.0
Asia,rel_strength_spy,market_encoded,0.0
Asia,sentiment_score,sentiment_divergence,0.0
Asia,sentiment_score,sector_divergence,0.0
Asia,rel_strength_spy,sentiment_score,0.0
Asia,return_30d,sentiment_divergence,0.0
Asia,obv_trend,sentiment_divergence,0.0
Asia,rsi,sentiment_divergence,0.0
Asia,corr_30d,sentiment_divergence,0.0
Asia,rel_strength_spy,sentiment_divergence,0.0
Asia,return_14d,sentiment_divergence,0.0
Asia,vix_rank,sentiment_divergence,0.0
Asia,sector_avg_sentiment,dow_cos,0.0
Asia,sentiment_score,dow_cos,0.0
Asia,return_3d,sentiment_divergence,0.0
Asia,sentiment_divergence,dow_sin,0.0
Asia,sentiment_divergence,dow_cos,0.0
Asia,sentiment_divergence,sector_divergence,0.0
Asia,sentiment_divergence,vix_term_structure,0.0
Asia,sentiment_divergence,credit_spread_5d,0.0
Asia,sentiment_divergence,yield_curve_slope,0.0
Asia,sentiment_divergence,momentum_divergence_20d,0.0
Asia,sentiment_score,market_encoded,0.0
Asia,sentiment_divergence,is_month_end,0.0
Asia,sentiment_divergence,market_encoded,0.0
Asia,sentiment_divergence,moy_cos,0.0
Asia,return_3d,market_encoded,0.0
Asia,return_7d,sentiment_divergence,0.0
Asia,sentiment_divergence,moy_sin,0.0
Asia,is_month_end,market_encoded,0.0
Commodities,vix_term_structure,momentum_divergence_20d,0.004127962
Commodities,corr_30d,moy_cos,0.0040127775
Commodities,bb_low_dist,yield_curve_slope,0.0035895398
Commodities,yield_curve_slope,moy_cos,0.003107481
Commodities,corr_30d,momentum_divergence_20d,0.00247254
Commodities,corr_30d,yield_curve_slope,0.0020884222
Commodities,vix_rank,momentum_divergence_20d,0.0020301759
Commodities,vix_rank,vix_term_structure,0.0018408498
Commodities,rsi,corr_30d,0.0017198395
Commodities,bb_high_dist,momentum_divergence_20d,0.0014517249
Commodities,yield_curve_slope,momentum_divergence_20d,0.0013532335
Commodities,bb_low_dist,vix_rank,0.0013486882
Commodities,bb_low_dist,corr_30d,0.00131889
Commodities,bb_low_dist,vix_term_structure,0.0013059638
Commodities,atr_14,momentum_divergence_20d,0.0010292191
Commodities,vix_rank,yield_curve_slope,0.000987024
Commodities,volatility_7d,moy_cos,0.0009085479
Commodities,vix_rank,moy_cos,0.00089545955
Commodities,corr_30d,vix_term_structure,0.0008006318
Commodities,rsi,momentum_divergence_20d,0.00077004667
Commodities,volatility_7d,vix_rank,0.000767382
Commodities,corr_30d,moy_sin,0.00075855094
Commodities,macd_diff,bb_low_dist,0.0007577518
Commodities,corr_30d,vix_rank,0.00071193354
Commodities,obv_trend,momentum_divergence_20d,0.0007093968
Commodities,return_30d,corr_30d,0.00069492287
Commodities,vix_term_structure,yield_curve_slope,0.00062637695
Commodities,vix_term_structure,moy_cos,0.0006257567
Commodities,volatility_7d,vix_term_structure,0.0006236625
Commodities,rsi,bb_low_dist,0.000596698
Commodities,bb_low_dist,momentum_divergence_20d,0.00059471163
Commodities,obv_trend,vix_rank,0.00059441704
Commodities,return_30d,momentum_divergence_20d,0.0005928561
Commodities,atr_14,yield_curve_slope,0.0005837606
Commodities,rsi,moy_cos,0.00052017113
Commodities,return_30d,vix_term_structure,0.0005197249
Commodities,corr_30d,credit_spread_5d,0.00050500536
Commodities,atr_14,corr_30d,0.0005035377
Commodities,volatility_7d,yield_curve_slope,0.0004959245
Commodities,return_30d,moy_cos,0.00048421856
Commodities,return_1d,vix_term_structure,0.0004790427
Commodities,atr_14,vix_rank,0.00044795108
Commodities,bb_high_dist,vix_term_structure,0.00044104346
Commodities,momentum_divergence_20d,moy_cos,0.00043398314
Commodities,return_30d,yield_curve_slope,0.0004317047
Commodities,vix_rank,moy_sin,0.00038231237
Commodities,volatility_7d,bb_low_dist,0.00037861808
Commodities,rsi,obv_trend,0.00037772412
Commodities,macd_diff,momentum_divergence_20d,0.00037633287
Commodities,vix_term_structure,credit_spread_5d,0.0003725433
Commodities,macd_diff,vix_rank,0.00034794136
Commodities,macd_diff,corr_30d,0.00034526846
Commodities,rel_strength_spy,yield_curve_slope,0.000325231
Commodities,rsi,yield_curve_slope,0.0003247666
Commodities,return_14d,vix_rank,0.00032153918
Commodities,vol_roc_10,momentum_divergence_20d,0.00030683365
Commodities,macd_diff,yield_curve_slope,0.0003058303
Commodities,atr_14,vix_term_structure,0.00030500794
Commodities,atr_14,moy_cos,0.00030301683
Commodities,return_30d,macd_diff,0.00029440917
Commodities,return_30d,bb_low_dist,0.00029301824
Commodities,rsi,vol_roc_10,0.000288666
Commodities,return_14d,bb_low_dist,0.00028641973
Commodities,return_1d,bb_low_dist,0.00028396814
Commodities,return_14d,rsi,0.00028257087
Commodities,return_1d,vix_rank,0.00027478757
Commodities,rsi,vix_rank,0.00027400994
Commodities,return_3d,vix_rank,0.0002726538
Commodities,bb_low_dist,vol_roc_10,0.00027128126
Commodities,credit_spread_5d,yield_curve_slope,0.000268377
Commodities,macd_diff,atr_14,0.00025950285
Commodities,atr_14,bb_low_dist,0.00025437382
Commodities,return_7d,vix_rank,0.00024456627
Commodities,atr_14,credit_spread_5d,0.00023474387
Commodities,rsi,vix_term_structure,0.0002294869
Commodities,credit_spread_5d,momentum_divergence_20d,0.00022604033
Commodities,bb_high_dist,bb_low_dist,0.00022585432
Commodities,volatility_7d,atr_14,0.00022114564
Commodities,bb_low_dist,moy_cos,0.00022052525
Commodities,vol_roc_10,vix_rank,0.00021885496
Commodities,return_30d,volatility_7d,0.00021643055
Commodities,return_30d,vol_roc_10,0.00021063712
Commodities,macd_diff,vix_term_structure,0.000208395
Commodities,vix_rank,sector_divergence,0.0002083104
Commodities,vix_term_structure,moy_sin,0.0002069313
Commodities,return_7d,bb_low_dist,0.00020670146
Commodities,return_7d,rsi,0.00020276458
Commodities,obv_trend,yield_curve_slope,0.00020239348
Commodities,return_30d,atr_14,0.0001982631
Commodities,corr_30d,is_month_end,0.00019760734
Commodities,return_3d,yield_curve_slope,0.0001952671
Commodities,vol_roc_10,vix_term_structure,0.00018851679
Commodities,volatility_7d,obv_trend,0.00018804433
Commodities,bb_high_dist,corr_30d,0.0001869163
Commodities,return_30d,vix_rank,0.00018578477
Commodities,rsi,volatility_7d,0.00018498539
Commodities,vix_rank,credit_spread_5d,0.0001846038
Commodities,return_3d,moy_cos,0.00018306462
Commodities,bb_low_dist,obv_trend,0.0001808628
Commodities,return_3d,bb_low_dist,0.00017906162
Commodities,yield_curve_slope,moy_sin,0.00017684734
Commodities,bb_high_dist,moy_cos,0.00017005204
Commodities,volatility_7d,corr_30d,0.00016914427
Commodities,momentum_divergence_20d,moy_sin,0.00016714333
Commodities,return_14d,vix_term_structure,0.000160175
Commodities,obv_trend,moy_cos,0.00016015297
Commodities,return_7d,credit_spread_5d,0.00015864347
Commodities,return_30d,rsi,0.00015500763
Commodities,moy_sin,is_month_end,0.00015440278
Commodities,return_1d,return_30d,0.00015280787
Commodities,obv_trend,vix_term_structure,0.00015261216
Commodities,rsi,macd_diff,0.00014943803
Commodities,bb_high_dist,vix_rank,0.00014929724
Commodities,rsi,dow_cos,0.00014896263
Commodities,vol_roc_10,yield_curve_slope,0.0001486113
Commodities,obv_trend,corr_30d,0.00014549171
Commodities,volatility_7d,vol_roc_10,0.00014232802
Commodities,return_14d,yield_curve_slope,0.00014170083
Commodities,return_7d,corr_30d,0.00014007778
Commodities,return_3d,corr_30d,0.0001392679
Commodities,volatility_7d,momentum_divergence_20d,0.00013622367
Commodities,bb_high_dist,is_month_end,0.00013436367
Commodities,return_1d,rsi,0.00012978379
Commodities,bb_low_dist,credit_spread_5d,0.00012578891
Commodities,return_30d,credit_spread_5d,0.00012529407
Commodities,credit_spread_5d,moy_cos,0.00012372708
Commodities,rsi,dow_sin,0.0001224112
Commodities,macd_diff,moy_cos,0.0001194963
Commodities,return_7d,momentum_divergence_20d,0.00011787639
Commodities,bb_high_dist,yield_curve_slope,0.00011630978
Commodities,return_30d,bb_high_dist,0.00011482264
Commodities,rsi,atr_14,0.00011479239
Commodities,return_14d,corr_30d,0.00011430745
Commodities,macd_diff,bb_high_dist,0.00011391181
Commodities,bb_low_dist,rel_strength_spy,0.00011322274
Commodities,return_1d,moy_cos,0.000112595706
Commodities,return_1d,yield_curve_slope,0.000112362824
Commodities,return_14d,return_30d,0.000111268695
Commodities,return_14d,credit_spread_5d,0.00011092877
Commodities,rsi,rel_strength_spy,0.000110588575
Commodities,return_3d,momentum_divergence_20d,0.00010991185
Commodities,return_7d,volatility_7d,0.00010967788
Commodities,atr_14,obv_trend,0.00010713658
Commodities,momentum_divergence_20d,dow_sin,0.00010527125
Commodities,macd_diff,vol_roc_10,0.00010444322
Commodities,rsi,credit_spread_5d,0.00010409368
Commodities,return_30d,moy_sin,9.966133e-05
Commodities,macd_diff,obv_trend,9.862156e-05
Commodities,sector_divergence,momentum_divergence_20d,9.755118e-05
Commodities,atr_14,bb_high_dist,9.5715885e-05
Commodities,vix_term_structure,dow_cos,9.4959556e-05
Commodities,moy_sin,moy_cos,9.374604e-05
Commodities,macd_diff,volatility_7d,9.356184e-05
Commodities,return_14d,momentum_divergence_20d,9.0448644e-05
Commodities,vix_rank,dow_sin,8.875187e-05
Commodities,bb_high_dist,moy_sin,8.786659e-05
Commodities,return_1d,macd_diff,8.270871e-05
Commodities,atr_14,moy_sin,8.2310275e-05
Commodities,return_7d,yield_curve_slope,8.038414e-05
Commodities,vol_roc_10,corr_30d,7.966896e-05
Commodities,bb_high_dist,vol_roc_10,7.911429e-05
Commodities,bb_low_dist,moy_sin,7.859333e-05
Commodities,return_14d,macd_diff,7.783413e-05
Commodities,volatility_7d,credit_spread_5d,7.756979e-05
Commodities,return_7d,atr_14,7.700638e-05
Commodities,rsi,sector_divergence,7.644516e-05
Commodities,corr_30d,sector_divergence,7.557842e-05
Commodities,vol_roc_10,credit_spread_5d,7.497224e-05
Commodities,return_14d,atr_14,7.192032e-05
Commodities,return_14d,obv_trend,7.0598355e-05
Commodities,return_3d,moy_sin,6.995832e-05
Commodities,rel_strength_spy,vix_term_structure,6.6884764e-05
Commodities,sector_divergence,vix_term_structure,6.522167e-05
Commodities,return_7d,macd_diff,6.46315e-05
Commodities,bb_high_dist,credit_spread_5d,6.28569e-05
Commodities,bb_high_dist,rel_strength_spy,6.234023e-05
Commodities,obv_trend,credit_spread_5d,6.0779268e-05
Commodities,credit_spread_5d,is_month_end,6.0546314e-05
Commodities,atr_14,vol_roc_10,5.969466e-05
Commodities,rel_strength_spy,momentum_divergence_20d,5.9240723e-05
Commodities,return_3d,bb_high_dist,5.8173653e-05
Commodities,dow_sin,moy_cos,5.704729e-05
Commodities,return_7d,moy_cos,5.6261906e-05
Commodities,return_1d,volatility_7d,5.586905e-05
Commodities,return_7d,obv_trend,5.5269604e-05
Commodities,return_1d,momentum_divergence_20d,5.429965e-05
Commodities,return_30d,obv_trend,5.2472078e-05
Commodities,return_7d,vix_term_structure,5.159202e-05
Commodities,return_1d,rel_strength_spy,5.154908e-05
Commodities,return_3d,atr_14,5.099747e-05
Commodities,volatility_7d,bb_high_dist,5.0458093e-05
Commodities,bb_low_dist,sector_divergence,4.992201e-05
Commodities,return_3d,rsi,4.8320904e-05
Commodities,rsi,moy_sin,4.8030583e-05
Commodities,return_3d,vix_term_structure,4.7060978e-05
Commodities,bb_high_dist,obv_trend,4.357451e-05
Commodities,return_3d,return_30d,4.3084558e-05
